file,line,severity,type,issue,fix
apps/web/src/components/ui/tooltip.tsx,49,MED,Hardcoded Radius,"rounded-[2px]","Use radius tokens (--radius-*)"
apps/web/src/components/verification/DocumentUploadCard.tsx,165,MED,Interactive without role,"onClick={() => onDelete(existingDocument.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/verification/DocumentUploadCard.tsx,177,MED,Interactive without role,"onClick={handleBrowse}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/verification/VerificationButton.tsx,74,MED,Interactive without role,"onClick={() => setShowDialog(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/verification/VerificationButton.tsx,132,MED,Interactive without role,"onClick={() => setShowDialog(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/verification/VerificationDialog.tsx,243,MED,Hardcoded Spacing,"className=""max-w-4xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/verification/VerificationDialog.tsx,306,MED,Interactive without role,"onClick={handleStartVerification} className=""w-full mt-6"" size=""lg"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/verification/VerificationDialog.tsx,440,MED,Interactive without role,"onClick={handleSubmitForReview}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/verification/VerificationDialog.tsx,462,MED,Interactive without role,"onClick={() => handleSimulateReview(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/verification/VerificationDialog.tsx,471,MED,Interactive without role,"onClick={() => handleSimulateReview(false)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/verification/VerificationLevelSelector.tsx,49,MED,Interactive without role,"onClick={() => onSelectLevel(level)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/AdoptionMarketplaceView.tsx,82,MED,Interactive without role,"onClick={handleCreateListing} className=""gap-2"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/AdoptionMarketplaceView.tsx,119,MED,Interactive without role,"onClick={handleToggleFilters} className=""gap-2 relative"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/AdoptionMarketplaceView.tsx,141,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/AdoptionMarketplaceView.tsx,162,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/AdoptionMarketplaceView.tsx,178,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/AdoptionMarketplaceView.tsx,191,MED,Interactive without role,"onClick={() => setFilters({})}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/AdoptionMarketplaceView.tsx,246,MED,Interactive without role,"onClick={() => loadListings(false)} disabled={loading}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/AdoptionView.tsx,189,MED,Hardcoded Spacing,"className=""flex items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/AdoptionView.tsx,265,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/AdoptionView.tsx,215,MED,Interactive without role,"onClick={() => setViewMode('my-applications')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/AdoptionView.tsx,227,MED,Interactive without role,"onClick={() => setShowCreateDialog(true)} className=""gap-2"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/ChatView.tsx,205,MED,Hardcoded Spacing,"className=""flex flex-col items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/ChatView.tsx,222,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/ChatView.tsx,231,MED,Hardcoded Spacing,"className=""grid grid-cols-1 md:grid-cols-12 gap-6 h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/CommunityView.tsx,519,MED,Interactive without role,"onClick={async () => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/CommunityView.tsx,543,MED,Interactive without role,"onClick={handleCreatePost}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/CommunityView.tsx,594,MED,Interactive without role,"onClick={() => haptics.selection()}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/CommunityView.tsx,634,MED,Interactive without role,"onClick={handleCreatePost}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/DiscoverView.tsx,612,MED,Hardcoded Spacing,"className=""flex flex-col items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/DiscoverView.tsx,643,MED,Hardcoded Spacing,"className=""flex flex-col items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/DiscoverView.tsx,797,MED,Hardcoded Spacing,"className=""relative h-[500px] sm:h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/DiscoverView.tsx,1118,MED,Hardcoded Spacing,"className=""max-w-2xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/DiscoverView.tsx,863,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/views/DiscoverView.tsx,699,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/DiscoverView.tsx,711,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/DiscoverView.tsx,739,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/DiscoverView.tsx,751,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/DiscoverView.tsx,884,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/DiscoverView.tsx,901,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/DiscoverView.tsx,910,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/DiscoverView.tsx,1036,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/DiscoverView.tsx,1052,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/LostFoundView.tsx,152,MED,Hardcoded Spacing,"className=""flex items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/LostFoundView.tsx,230,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/LostFoundView.tsx,288,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/LostFoundView.tsx,180,MED,Interactive without role,"onClick={() => setViewMode(viewMode === 'browse' ? 'mine' : 'browse')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/LostFoundView.tsx,185,MED,Interactive without role,"onClick={() => setShowCreateDialog(true)} className=""gap-2"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,271,HIGH,Hardcoded Color,"#ec4899","Replace with CSS variable or design token"
apps/web/src/components/views/MapView.tsx,212,MED,Hardcoded Spacing,"className=""relative h-[calc(100vh-12rem)] max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/MapView.tsx,513,MED,Hardcoded Spacing,"className=""absolute bottom-0 left-0 right-0 max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/MapView.tsx,256,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/views/MapView.tsx,332,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/views/MapView.tsx,257,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,308,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,320,MED,Interactive without role,"onClick={requestLocation}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,334,MED,Interactive without role,"onClick={() => handleCategoryFilter(category.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,369,MED,Interactive without role,"onClick={handleEnablePreciseSharing}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,398,MED,Interactive without role,"onClick={handleDisablePreciseSharing}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,426,MED,Interactive without role,"onClick={() => setShowList(false)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,441,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,466,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,538,MED,Interactive without role,"onClick={() => setSelectedMarker(null)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,580,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MapView.tsx,591,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MatchesView.tsx,147,MED,Hardcoded Spacing,"className=""flex flex-col items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/MatchesView.tsx,244,MED,Hardcoded Spacing,"className=""max-w-4xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/MatchesView.tsx,204,MED,Interactive without role,"onClick={handleStartChat}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MatchesView.tsx,337,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MatchesView.tsx,351,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MatchesView.tsx,407,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MatchesView.tsx,418,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/MatchesView.tsx,430,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/NotificationsView.tsx,91,MED,Interactive without role,"onClick = (notification: CommunityNotification) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/NotificationsView.tsx,163,MED,Interactive without role,"onClick={onBack}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/NotificationsView.tsx,183,MED,Interactive without role,"onClick={handleMarkAllAsRead} className=""text-xs"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/NotificationsView.tsx,252,MED,Interactive without role,"onClick={() => handleNotificationClick(notification)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/NotificationsView.tsx,259,MED,Interactive without role,"onClick(notification);","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/ProfileView.tsx,241,MED,Hardcoded Spacing,"className=""flex flex-col items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/ProfileView.tsx,375,MED,Hardcoded Spacing,"className=""max-w-4xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/views/ProfileView.tsx,73,MED,Interactive without role,"onClick={() => onEdit(pet)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/ProfileView.tsx,133,MED,Interactive without role,"onClick={() => onShowHealth(pet)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/ProfileView.tsx,263,MED,Interactive without role,"onClick={() => setShowCreateDialog(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/ProfileView.tsx,330,MED,Interactive without role,"onClick={() => setShowCreateDialog(true)} className=""shrink-0"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/ProfileView.tsx,366,MED,Interactive without role,"onClick={() => setShowPrivacySettings(true)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/SavedPostsView.tsx,59,MED,Interactive without role,"onClick={onBack} className=""rounded-full"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/SavedPostsView.tsx,111,MED,Interactive without role,"onClick={() => handlePostClick(post.id)} className=""cursor-pointer"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/UserPostsView.tsx,129,MED,Interactive without role,"onClick={onBack} className=""rounded-full"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/views/UserPostsView.tsx,181,MED,Interactive without role,"onClick={() => handlePostClick(post.id)} className=""cursor-pointer"">","Ensure proper semantic HTML or role/aria attributes"
apps/mobile/src/components/OfflineIndicator.tsx,31,HIGH,Hardcoded Color,"#FFA726","Replace with CSS variable or design token"
apps/mobile/src/components/SkeletonLoader.tsx,62,HIGH,Hardcoded Color,"#E0E0E0","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,251,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,256,HIGH,Hardcoded Color,"#666","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,268,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,272,HIGH,Hardcoded Color,"#ccc","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,277,HIGH,Hardcoded Color,"#f9f9f9","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,280,HIGH,Hardcoded Color,"#e53935","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,283,HIGH,Hardcoded Color,"#e53935","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,304,HIGH,Hardcoded Color,"#007AFF","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,308,HIGH,Hardcoded Color,"#007AFF","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,330,HIGH,Hardcoded Color,"#eee","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,334,HIGH,Hardcoded Color,"#888","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,344,HIGH,Hardcoded Color,"#666","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignInForm.tsx,348,HIGH,Hardcoded Color,"#007AFF","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,257,HIGH,Hardcoded Color,"#9CA3AF","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,275,HIGH,Hardcoded Color,"#9CA3AF","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,294,HIGH,Hardcoded Color,"#9CA3AF","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,358,HIGH,Hardcoded Color,"#111827","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,364,HIGH,Hardcoded Color,"#6B7280","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,375,HIGH,Hardcoded Color,"#111827","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,380,HIGH,Hardcoded Color,"#D1D5DB","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,383,HIGH,Hardcoded Color,"#F9FAFB","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,384,HIGH,Hardcoded Color,"#111827","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,387,HIGH,Hardcoded Color,"#DC2626","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,391,HIGH,Hardcoded Color,"#DC2626","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,395,HIGH,Hardcoded Color,"#DC2626","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,401,HIGH,Hardcoded Color,"#2563EB","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,422,HIGH,Hardcoded Color,"#6B7280","Replace with CSS variable or design token"
apps/mobile/src/components/auth/SignUpForm.native.tsx,426,HIGH,Hardcoded Color,"#2563EB","Replace with CSS variable or design token"
apps/mobile/src/components/call/CallInterface.tsx,588,HIGH,Hardcoded Color,"#3a3a3a","Replace with CSS variable or design token"
apps/mobile/src/components/camera/camera-view.tsx,361,HIGH,Hardcoded Color,"#ff0000","Replace with CSS variable or design token"
apps/mobile/src/components/camera/camera-view.tsx,381,HIGH,Hardcoded Color,"#007AFF","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,152,HIGH,Hardcoded Color,"#eee","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,153,HIGH,Hardcoded Color,"#f9f9f9","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,159,HIGH,Hardcoded Color,"#007AFF","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,170,HIGH,Hardcoded Color,"#007AFF","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,183,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,197,HIGH,Hardcoded Color,"#eee","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,203,HIGH,Hardcoded Color,"#007AFF","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,206,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,210,HIGH,Hardcoded Color,"#888","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,220,HIGH,Hardcoded Color,"#eee","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,221,HIGH,Hardcoded Color,"#f9f9f9","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,226,HIGH,Hardcoded Color,"#ccc","Replace with CSS variable or design token"
apps/mobile/src/components/chat/AdvancedChatWindow.tsx,234,HIGH,Hardcoded Color,"#007AFF","Replace with CSS variable or design token"
apps/mobile/src/components/chat/ChatList.tsx,40,HIGH,Hardcoded Color,"#666666","Replace with CSS variable or design token"
apps/mobile/src/components/chat/ChatList.tsx,132,HIGH,Hardcoded Color,"#666666","Replace with CSS variable or design token"
apps/mobile/src/components/chat/ChatList.tsx,242,HIGH,Hardcoded Color,"#E5E7EB","Replace with CSS variable or design token"
apps/mobile/src/components/chat/ConfettiBurst.tsx,185,HIGH,Hardcoded Color,"#a855f7","Replace with CSS variable or design token"
apps/mobile/src/components/chat/LinkPreview.tsx,99,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/mobile/src/components/chat/LiquidDots.tsx,112,HIGH,Hardcoded Color,"#6b7280","Replace with CSS variable or design token"
apps/mobile/src/components/chat/MediaViewer.tsx,172,HIGH,Hardcoded Color,"#1F2937","Replace with CSS variable or design token"
apps/mobile/src/components/chat/MessageAttachments.tsx,289,HIGH,Hardcoded Color,"#666","Replace with CSS variable or design token"
apps/mobile/src/components/chat/MessageAttachments.tsx,370,HIGH,Hardcoded Color,"#666","Replace with CSS variable or design token"
apps/mobile/src/components/chat/MessageBubble.tsx,268,HIGH,Hardcoded Color,"#E5E7EB","Replace with CSS variable or design token"
apps/mobile/src/components/chat/MessageBubble.tsx,278,HIGH,Hardcoded Color,"#111827","Replace with CSS variable or design token"
apps/mobile/src/components/chat/MessagePeek.tsx,128,HIGH,Hardcoded Color,"#1e1e2e","Replace with CSS variable or design token"
apps/mobile/src/components/chat/MessagePeek.tsx,134,HIGH,Hardcoded Color,"#333","Replace with CSS variable or design token"
apps/mobile/src/components/chat/MessagePeek.tsx,154,HIGH,Hardcoded Color,"#888","Replace with CSS variable or design token"
apps/mobile/src/components/chat/MessagePeek.tsx,163,HIGH,Hardcoded Color,"#888","Replace with CSS variable or design token"
apps/mobile/src/components/chat/PresenceAvatar.tsx,100,HIGH,Hardcoded Color,"#34d399","Replace with CSS variable or design token"
apps/mobile/src/components/chat/PresenceAvatar.tsx,100,HIGH,Hardcoded Color,"#22d3ee","Replace with CSS variable or design token"
apps/mobile/src/components/chat/PresenceAvatar.tsx,100,HIGH,Hardcoded Color,"#60a5fa","Replace with CSS variable or design token"
apps/mobile/src/components/chat/PresenceAvatar.tsx,102,HIGH,Hardcoded Color,"#f59e0b","Replace with CSS variable or design token"
apps/mobile/src/components/chat/PresenceAvatar.tsx,102,HIGH,Hardcoded Color,"#fb7185","Replace with CSS variable or design token"
apps/mobile/src/components/chat/PresenceAvatar.tsx,102,HIGH,Hardcoded Color,"#f97316","Replace with CSS variable or design token"
apps/mobile/src/components/chat/PresenceAvatar.tsx,103,HIGH,Hardcoded Color,"#a855f7","Replace with CSS variable or design token"
apps/mobile/src/components/chat/PresenceAvatar.tsx,103,HIGH,Hardcoded Color,"#6366f1","Replace with CSS variable or design token"
apps/mobile/src/components/chat/PresenceAvatar.tsx,150,HIGH,Hardcoded Color,"#334155","Replace with CSS variable or design token"
apps/mobile/src/components/chat/TypingIndicator.tsx,180,HIGH,Hardcoded Color,"#E5E7EB","Replace with CSS variable or design token"
apps/mobile/src/components/chat/window/Buttons.tsx,22,MED,Interactive without role,"onClick?: () => void","Ensure proper semantic HTML or role/aria attributes"
apps/mobile/src/components/chat/window/Buttons.tsx,25,MED,Interactive without role,"onClick }: ReactionButtonProps): JSX.Element {","Ensure proper semantic HTML or role/aria attributes"
apps/mobile/src/components/chat/window/Buttons.tsx,29,MED,Interactive without role,"onClick}","Ensure proper semantic HTML or role/aria attributes"
apps/mobile/src/components/chat/window/ChatHeader.tsx,75,HIGH,Hardcoded Color,"#999","Replace with CSS variable or design token"
apps/mobile/src/components/chat/window/ChatInputBar.tsx,405,HIGH,Hardcoded Color,"#6C7CFF","Replace with CSS variable or design token"
apps/mobile/src/components/chat/window/ChatInputBar.tsx,413,HIGH,Hardcoded Color,"#6C7CFF","Replace with CSS variable or design token"
apps/mobile/src/components/chat/window/ChatInputBar.tsx,480,HIGH,Hardcoded Color,"#6C7CFF","Replace with CSS variable or design token"
apps/mobile/src/components/chat/window/MessageItem.tsx,26,HIGH,Hardcoded Color,"#2563EB","Replace with CSS variable or design token"
apps/mobile/src/components/chrome/HoloBackground.tsx,66,HIGH,Hardcoded Color,"#141428","Replace with CSS variable or design token"
apps/mobile/src/components/chrome/HoloBackground.tsx,74,HIGH,Hardcoded Color,"#6C7CFF33","Replace with CSS variable or design token"
apps/mobile/src/components/community/PostComposer.tsx,141,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/mobile/src/components/community/PostComposer.tsx,146,HIGH,Hardcoded Color,"#ccc","Replace with CSS variable or design token"
apps/mobile/src/components/community/PostComposer.tsx,151,HIGH,Hardcoded Color,"#f9f9f9","Replace with CSS variable or design token"
apps/mobile/src/components/community/PostComposer.tsx,157,HIGH,Hardcoded Color,"#888","Replace with CSS variable or design token"
apps/mobile/src/components/community/PostComposer.tsx,167,HIGH,Hardcoded Color,"#eee","Replace with CSS variable or design token"
apps/mobile/src/components/community/PostComposer.tsx,173,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/mobile/src/components/community/PostComposer.tsx,178,HIGH,Hardcoded Color,"#007AFF","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,187,HIGH,Hardcoded Color,"#1e293b","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,210,HIGH,Hardcoded Color,"#64748b","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,221,HIGH,Hardcoded Color,"#475569","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,233,HIGH,Hardcoded Color,"#f1f5f9","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,235,HIGH,Hardcoded Color,"#e2e8f0","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,243,HIGH,Hardcoded Color,"#475569","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,253,HIGH,Hardcoded Color,"#f1f5f9","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,255,HIGH,Hardcoded Color,"#e2e8f0","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,264,HIGH,Hardcoded Color,"#64748b","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,276,HIGH,Hardcoded Color,"#e2e8f0","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,282,HIGH,Hardcoded Color,"#f1f5f9","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/AdvancedFilterPanel.tsx,288,HIGH,Hardcoded Color,"#64748b","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,251,HIGH,Hardcoded Color,"#2563eb","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,254,HIGH,Hardcoded Color,"#1d4ed8","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,266,HIGH,Hardcoded Color,"#e5e7eb","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,271,HIGH,Hardcoded Color,"#2563eb","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,281,HIGH,Hardcoded Color,"#4b5563","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,286,HIGH,Hardcoded Color,"#374151","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,310,HIGH,Hardcoded Color,"#4b5563","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,315,HIGH,Hardcoded Color,"#1f2937","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,319,HIGH,Hardcoded Color,"#6b7280","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,334,HIGH,Hardcoded Color,"#4b5563","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,345,HIGH,Hardcoded Color,"#e0e7ff","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,352,HIGH,Hardcoded Color,"#1e3a8a","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,358,HIGH,Hardcoded Color,"#1e3a8a","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,361,HIGH,Hardcoded Color,"#1e3a8a","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,369,HIGH,Hardcoded Color,"#fef3c7","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,378,HIGH,Hardcoded Color,"#92400e","Replace with CSS variable or design token"
apps/mobile/src/components/enhanced/DetailedPetAnalytics.tsx,382,HIGH,Hardcoded Color,"#78350f","Replace with CSS variable or design token"
