file,line,severity,type,issue,fix
apps/web/src/components/AdminConsole.tsx,89,MED,Hardcoded Spacing,"className=""flex items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/AnimatedBackground.tsx,118,MED,Hardcoded Spacing,"className=""absolute top-0 left-1/4 w-[900px] h-[","Use spacing tokens (--space-*)"
apps/web/src/components/AnimatedBackground.tsx,124,MED,Hardcoded Spacing,"className=""absolute bottom-0 right-1/4 w-[900px] h-[","Use spacing tokens (--space-*)"
apps/web/src/components/AnimatedBackground.tsx,130,MED,Hardcoded Spacing,"className=""absolute top-1/3 right-1/3 w-[800px] h-[","Use spacing tokens (--space-*)"
apps/web/src/components/AnimatedBackground.tsx,136,MED,Hardcoded Spacing,"className=""absolute top-2/3 left-1/3 w-[700px] h-[","Use spacing tokens (--space-*)"
apps/web/src/components/AnimatedBackground.tsx,142,MED,Hardcoded Spacing,"className=""absolute top-1/2 left-1/2 w-[600px] h-[","Use spacing tokens (--space-*)"
apps/web/src/components/AuthScreen.tsx,66,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/AuthScreen.tsx,74,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/AuthScreen.tsx,67,MED,Interactive without role,"onClick={handleBack}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/AuthScreen.tsx,75,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/BackendDemo.tsx,232,MED,Interactive without role,"onClick={loadRecords}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/BackendDemo.tsx,242,MED,Interactive without role,"onClick={handleClearAll}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/BackendDemo.tsx,285,MED,Interactive without role,"onClick={handleCreate}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/BackendDemo.tsx,336,MED,Interactive without role,"onClick={() => handleDelete(record.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatRoomsList.tsx,16,MED,Hardcoded Spacing,"className=""flex flex-col items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/ChatRoomsList.tsx,112,MED,Hardcoded Spacing,"className=""absolute -top-1 -right-1 min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/ChatRoomsList.tsx,75,MED,Interactive without role,"onClick={() => onSelectRoom(room)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,716,MED,Hardcoded Spacing,"className=""flex items-center gap-2 min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/ChatWindowNew.tsx,579,MED,Interactive without role,"onClick={onBack}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,619,MED,Interactive without role,"onClick={handleVideoCall}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,634,MED,Interactive without role,"onClick={handleVoiceCall}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,715,MED,Interactive without role,"onClick={() => toggleVoicePlayback(message.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,758,MED,Interactive without role,"onClick={() => { }}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,775,MED,Interactive without role,"onClick={() => handleReaction(message.id, emoji)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,871,MED,Interactive without role,"onClick={() => setShowTemplates(false)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,880,MED,Interactive without role,"onClick={() => handleUseTemplate(template.text)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,906,MED,Interactive without role,"onClick={() => setShowTemplates(!showTemplates)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,946,MED,Interactive without role,"onClick={() => handleSendMessage(sticker.emoji, 'sticker')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,972,MED,Interactive without role,"onClick={() => handleSendMessage(emoji, 'text')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,1014,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ChatWindowNew.tsx,1028,MED,Interactive without role,"onClick={() => handleSendMessage(inputValue, 'text')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,605,MED,Hardcoded Spacing,"className=""grid grid-cols-1 md:grid-cols-2 gap-4 max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/CreatePetDialog.tsx,954,MED,Hardcoded Spacing,"className=""max-w-3xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/CreatePetDialog.tsx,562,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,610,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,650,MED,Interactive without role,"onClick={skipToBasics}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,725,MED,Interactive without role,"onClick={() => setGender('male')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,735,MED,Interactive without role,"onClick={() => setGender('female')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,850,MED,Interactive without role,"onClick={() => toggleArrayItem(personality, trait, setPersonality)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,880,MED,Interactive without role,"onClick={() => toggleArrayItem(interests, interest, setInterests)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,898,MED,Interactive without role,"onClick={() => toggleArrayItem(lookingFor, item, setLookingFor)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,983,MED,Interactive without role,"onClick={handleBack} className=""gap-2"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,994,MED,Interactive without role,"onClick={handleNext}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/CreatePetDialog.tsx,1006,MED,Interactive without role,"onClick={handleSubmit}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoverMapMode.tsx,156,MED,Hardcoded Spacing,"className=""relative h-[calc(100vh-14rem)] max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/DiscoverMapMode.tsx,166,MED,Hardcoded Spacing,"className=""relative h-[calc(100vh-14rem)] max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/DiscoverMapMode.tsx,179,MED,Hardcoded Spacing,"className=""absolute bottom-0 left-0 right-0 max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/DiscoverMapMode.tsx,185,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/DiscoverMapMode.tsx,208,MED,Interactive without role,"onClick={() => setSelectedPet(null)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoverMapMode.tsx,243,MED,Interactive without role,"onClick={handlePass}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoverMapMode.tsx,251,MED,Interactive without role,"onClick={handleLike}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoverMapMode.tsx,260,MED,Interactive without role,"onClick={() => setShowDetail(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoveryFilters.tsx,584,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/DiscoveryFilters.tsx,630,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/DiscoveryFilters.tsx,341,MED,Interactive without role,"onClick={filterButtonHover.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoveryFilters.tsx,420,MED,Interactive without role,"onClick={() => toggleSize(size)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoveryFilters.tsx,467,MED,Interactive without role,"onClick={() => togglePersonality(trait)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoveryFilters.tsx,498,MED,Interactive without role,"onClick={() => toggleInterest(interest)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoveryFilters.tsx,529,MED,Interactive without role,"onClick={() => toggleLookingFor(goal)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoveryFilters.tsx,587,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoveryFilters.tsx,633,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoveryFilters.tsx,807,MED,Interactive without role,"onClick={handleReset}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DiscoveryFilters.tsx,810,MED,Interactive without role,"onClick={handleSave}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DismissibleOverlay.tsx,207,MED,Hardcoded Spacing,"className=""overflow-y-auto max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/DismissibleOverlay.tsx,170,MED,Interactive without role,"onClick={closeOnOutsideClick ? onClose : undefined}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/DismissibleOverlay.tsx,197,MED,Interactive without role,"onClick={onClose}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/EnhancedErrorBoundary.tsx,78,MED,Interactive without role,"onClick={this.handleReset} className=""gap-2"" size=""lg"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/EnhancedVisuals.tsx,63,MED,Interactive without role,"onClick: () => void;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/EnhancedVisuals.tsx,70,MED,Interactive without role,"onClick,","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/EnhancedVisuals.tsx,100,MED,Interactive without role,"onClick();","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/EnhancedVisuals.tsx,103,MED,Interactive without role,"onClick error', err);","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/EnhancedVisuals.tsx,105,MED,Interactive without role,"onClick]);","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/EnhancedVisuals.tsx,117,MED,Interactive without role,"onClick={handleClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/GenerateProfilesButton.tsx,90,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/LoadingState.tsx,312,MED,Hardcoded Spacing,"className=""flex flex-col items-center justify-center min-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/OptimizedImage.tsx,117,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/PetDetailDialog.tsx,119,MED,Hardcoded Spacing,"className=""max-w-4xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/PetDetailDialog.tsx,151,MED,Hardcoded Spacing,"className=""relative h-[","Use spacing tokens (--space-*)"
apps/web/src/components/PetDetailDialog.tsx,247,MED,Hardcoded Spacing,"className=""max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/PetDetailDialog.tsx,153,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/PetDetailDialog.tsx,131,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetDetailDialog.tsx,165,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetDetailDialog.tsx,178,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetDetailDialog.tsx,194,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,246,MED,Interactive without role,"onClick={buttonHover.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,252,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,266,MED,Interactive without role,"onClick={buttonHover.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,272,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,286,MED,Interactive without role,"onClick={buttonHover.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,292,MED,Interactive without role,"onClick={() => setUploadMode('url')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,339,MED,Interactive without role,"onClick={analyzePhoto}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,367,MED,Interactive without role,"onClick={analyzePhoto}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,496,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetPhotoAnalyzer.tsx,506,MED,Interactive without role,"onClick={handleAccept}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetProfileTemplatesDialog.tsx,238,MED,Hardcoded Spacing,"className=""max-w-5xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/PetProfileTemplatesDialog.tsx,337,MED,Hardcoded Spacing,"className=""min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/PetProfileTemplatesDialog.tsx,346,MED,Hardcoded Spacing,"className=""min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/PetProfileTemplatesDialog.tsx,131,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/PetProfileTemplatesDialog.tsx,134,MED,Interactive without role,"onClick={() => handleSelectTemplate(template)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetProfileTemplatesDialog.tsx,336,MED,Interactive without role,"onClick={() => onOpenChange(false)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetProfileTemplatesDialog.tsx,344,MED,Interactive without role,"onClick={handleConfirmSelection}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetRatings.tsx,197,MED,Interactive without role,"onClick={() => setShowAllReviews(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/PetRatings.tsx,206,MED,Interactive without role,"onClick={() => setShowAllReviews(false)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,25,MED,Interactive without role,"onClick: () => void;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,30,MED,Interactive without role,"onClick, color, index }: QuickActionItemProps) {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,71,MED,Interactive without role,"onClick();","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,74,MED,Interactive without role,"onClick error', err);","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,76,MED,Interactive without role,"onClick]);","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,83,MED,Interactive without role,"onClick={handleClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,134,MED,Interactive without role,"onClick: () => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,149,MED,Interactive without role,"onClick: () => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,164,MED,Interactive without role,"onClick: () => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,181,MED,Interactive without role,"onClick: () => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,198,MED,Interactive without role,"onClick: () => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,213,MED,Interactive without role,"onClick: () => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,228,MED,Interactive without role,"onClick: () => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,267,MED,Interactive without role,"onClick={action.onClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,276,MED,Interactive without role,"onClick={handleToggle}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/QuickActionsMenu.tsx,310,MED,Interactive without role,"onClick={handleToggle}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/SyncStatusIndicator.tsx,176,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ThemePresetSelector.tsx,40,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/ThemePresetSelector.tsx,94,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/ThemePresetSelector.tsx,42,MED,Interactive without role,"onClick={() => handleSelectPreset(preset.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/ThemePresetSelector.tsx,96,MED,Interactive without role,"onClick={() => handleSelectPreset(preset.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/VisualAnalysisDemo.tsx,175,MED,Interactive without role,"onClick={runDemo}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/VisualAnalysisDemo.tsx,193,MED,Interactive without role,"onClick={nextPet} disabled={analyzing}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeModal.tsx,154,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/WelcomeModal.tsx,152,MED,Interactive without role,"onClick={closeButtonHover.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeModal.tsx,156,MED,Interactive without role,"onClick={handleClose}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeModal.tsx,208,MED,Interactive without role,"onClick={buttonHover.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeModal.tsx,212,MED,Interactive without role,"onClick={handleClose}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeScreen.tsx,281,MED,Interactive without role,"onClick={handleLanguageToggle}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeScreen.tsx,346,MED,Interactive without role,"onClick={handleGetStarted}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeScreen.tsx,361,MED,Interactive without role,"onClick={handleSignIn}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeScreen.tsx,370,MED,Interactive without role,"onClick={handleExplore}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeScreen.tsx,385,MED,Interactive without role,"onClick={() => handleLegalClick('terms')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/WelcomeScreen.tsx,395,MED,Interactive without role,"onClick={() => handleLegalClick('privacy')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/a11y/HighContrastToggle.tsx,50,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/a11y/HighContrastToggle.tsx,52,MED,Interactive without role,"onClick={handleToggle}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/a11y/HighContrastToggle.tsx,106,MED,Interactive without role,"onClick={handleToggle}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/a11y/KeyboardShortcutsHelp.tsx,111,MED,Hardcoded Spacing,"className=""bg-white dark:bg-gray-900 rounded-lg shadow-xl max-w-2xl w-full mx-4 max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/a11y/KeyboardShortcutsHelp.tsx,119,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/a11y/KeyboardShortcutsHelp.tsx,104,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/a11y/KeyboardShortcutsHelp.tsx,112,MED,Interactive without role,"onClick={(e) => e.stopPropagation()}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/a11y/KeyboardShortcutsHelp.tsx,120,MED,Interactive without role,"onClick={onClose}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,139,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,275,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('maps-key')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,296,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,308,MED,Interactive without role,"onClick={() => handleResetToDefaultsWithHaptic('maps')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,373,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('ai-key')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,428,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,439,MED,Interactive without role,"onClick={() => handleResetToDefaultsWithHaptic('ai')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,501,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('kyc-key')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,542,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,553,MED,Interactive without role,"onClick={() => handleResetToDefaultsWithHaptic('kyc')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,619,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('mod-key')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,671,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,682,MED,Interactive without role,"onClick={() => handleResetToDefaultsWithHaptic('photoModeration')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,744,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('sms-key')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,764,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('sms-secret')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,787,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,798,MED,Interactive without role,"onClick={() => handleResetToDefaultsWithHaptic('sms')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,858,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('email-key')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,890,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,903,MED,Interactive without role,"onClick={() => handleResetToDefaultsWithHaptic('email')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,962,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('storage-key')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,986,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('storage-secret')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,1024,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,1035,MED,Interactive without role,"onClick={() => handleResetToDefaultsWithHaptic('storage')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,1103,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('analytics-key')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,1118,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,1131,MED,Interactive without role,"onClick={() => handleResetToDefaultsWithHaptic('analytics')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,1183,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('livekit-key')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,1206,MED,Interactive without role,"onClick={() => handleToggleSecretWithHaptic('livekit-secret')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,1230,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/APIConfigView.tsx,1241,MED,Interactive without role,"onClick={() => handleResetToDefaultsWithHaptic('livekit')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdminLayout.tsx,174,MED,Interactive without role,"onClick={handleExit}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdminLayout.tsx,185,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdminLayout.tsx,218,MED,Interactive without role,"onClick={() => handleViewChange(item.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdminLayout.tsx,245,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdminLayout.tsx,263,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdminLayout.tsx,276,MED,Interactive without role,"onClick={handleSidebarToggle}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionApplicationReview.tsx,680,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/AdoptionApplicationReview.tsx,256,MED,Interactive without role,"onClick={() => onToggleExpanded(application._id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionApplicationReview.tsx,277,MED,Interactive without role,"onClick={() => onReviewClick(application, 'reject')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionApplicationReview.tsx,285,MED,Interactive without role,"onClick={() => onReviewClick(application, 'approve')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionApplicationReview.tsx,783,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionApplicationReview.tsx,792,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/admin/AdoptionListingReview.tsx,188,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/AdoptionListingReview.tsx,221,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/admin/AdoptionListingReview.tsx,66,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
